"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 2000 TR5,19,,,,,,,,,4.00 19
Georgia Tech - GT 2100 A,,,,,,,11,1,,2 14
Georgia Tech - GT 2100 A1,,,,,,,15,,,15
Georgia Tech - GT 2100 A2,,,,,,,8,2,,1 11
Georgia Tech - GT 2100 A4,,,,,,,18,,,18
Georgia Tech - GT 2201 A,21,1,,,,,,,,1 3.95 23
Georgia Tech - GT 2201 B,41,,,,,,,,,4.00 41
Georgia Tech - GT 2500 CS,,,,,,,,,1,1
Georgia Tech - GT 2500 GEN,,,,,,,,,2,2
Georgia Tech - GT 2500 IH,,,,,,,,,4,4
Georgia Tech - GT 2500 WST,,,,,,,,,1,1
Georgia Tech - GT 2803 SL2,6,1,,,,,,,,1 3.86 8
Georgia Tech - GT 2803 SLS,4,,,,,,,,,4.00 4
Georgia Tech - GT 4500 GEN,,,,,,,,,2,2
Georgia Tech - GT 4500 IH,,,,,,,,,37,37
Georgia Tech - GT 4500 WST,,,,,,,,,4,4
Georgia Tech - GT 4803 SL2,4,1,,,,,,,,3.80 5
Georgia Tech - GT 4813 A,2,,,,,,,,,4.00 2
Georgia Tech - GT 4823 BME,4,4,1,,,,,,,3.33 9
Georgia Tech - GT 4823 ME,8,2,,,,,,,,3.80 10
German - GRMN 1001 C,13,4,2,1,,,,,2,3 3.45 25
German - GRMN 1001 E,16,4,1,1,,,,,,2 3.59 24
German - GRMN 1001 F,16,4,,,1,,,1,,1 3.62 23
German - GRMN 1001 G,8,3,1,1,2,,4,,,2 2.93 21
German - GRMN 1001 H,10,7,,1,,,,,2,1 3.44 21
German - GRMN 1001 I,15,2,,1,,,,,,3 3.72 21
German - GRMN 1002 B,9,7,2,,,,2,,,2 3.39 22
German - GRMN 1002 C,7,3,,,,,,,,1 3.70 11
German - GRMN 1002 D,1,1,1,1,,,1,,,2.50 5
German - GRMN 1002 E,4,5,,,1,,1,,,4 3.10 15
German - GRMN 1002 F,4,2,,,,,2,,,3.67 8
German - GRMN 2001 E,9,10,,1,,,1,,,2 3.35 23
German - GRMN 2001 F,17,4,,,,,1,,,2 3.81 24
German - GRMN 2002 B,3,5,,,,,,,,3.38 8
German - GRMN 2002 F,4,1,1,,,,1,,1,3.50 8
German - GRMN 3024 H,4,5,,,,,,,,4 3.44 13
German - GRMN 3030 F,17,2,,,,,,,,3 3.89 22
German - GRMN 4694 A,1,,,,,,,,,4.00 1
German - GRMN 4813 I,4,1,,,,,1,,,3.80 6
Health Systems - HS 6000 A,12,3,,,,,,,1,1 3.80 17
History - HIST 2111 B,44,66,29,2,1,,,,,7 3.06 149
History - HIST 2112 A,116,48,8,1,2,,,,,4 3.57 179
History - HIST 2112 B,145,32,6,,,,,,,2 3.76 185
"History, Technology & Society - HTS 2013 A",14,13,,1,,,,,,2 3.43 30
"History, Technology & Society - HTS 2015 A",52,17,2,,,,2,,,1 3.70 74
"History, Technology & Society - HTS 2037 A",21,4,1,3,,,6,,1,1 3.48 37
"History, Technology & Society - HTS 2061 A",11,16,7,,,,3,,,2 3.12 39
"History, Technology & Society - HTS 2080 A",24,28,5,2,1,,3,,,7 3.20 70
"History, Technology & Society - HTS 2084 R",27,9,,,,,,,,3.75 36
"History, Technology & Society - HTS 2100 R",26,,,,,1,,,,4.00 27
"History, Technology & Society - HTS 2101 A",6,,1,,,,,,,1 3.71 8
"History, Technology & Society - HTS 2699 A.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 2813 0",8,2,,,,,,,,3.80 10
"History, Technology & Society - HTS 3019 A",16,4,1,,,1,4,,,3.71 26
"History, Technology & Society - HTS 3025 A",10,8,4,1,,,,,,4 3.17 27
"History, Technology & Society - HTS 3026 A",6,1,4,3,,,,,,1 2.71 15
"History, Technology & Society - HTS 3035 A",10,14,3,,1,,,1,1,1 3.14 31
"History, Technology & Society - HTS 3035 A",1A0,1B4,C3,D,1F,I,S,U1,V1,W1 A3v.e1r4. To3ta1
"History, Technology & Society - HTS 3036 A",6,9,6,,,1,,,,1 3.00 23
"History, Technology & Society - HTS 3046 A",10,12,3,,,,,,1,2 3.28 28
"History, Technology & Society - HTS 3055 A",2,,1,,,,,,,3.33 3
"History, Technology & Society - HTS 3061 A",9,7,3,2,,,,,,1 3.10 22
"History, Technology & Society - HTS 3067 A",15,10,2,,,,2,,,6 3.48 35
"History, Technology & Society - HTS 3072 A",3,2,2,,,,,,,1 3.14 8
"History, Technology & Society - HTS 3073 A",23,13,3,,,,,,,1 3.51 40
"History, Technology & Society - HTS 3082 A",22,6,2,1,2,,2,,,2 3.36 37
"History, Technology & Society - HTS 3813 B",,,,,,,14,,,1 15
"History, Technology & Society - HTS 3823 A",8,,3,,1,,,,,1 3.17 13
"History, Technology & Society - HTS 4091 A",6,5,,,,,,,,3.55 11
"History, Technology & Society - HTS 4699 JT",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4699 LB",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4925 .",,,,,,,2,,,2
"History, Technology & Society - HTS 4990 A",,,,,,,1,,,1
"History, Technology & Society - HTS 6001 A",4,1,,,,,,,,1 3.80 6
"History, Technology & Society - HTS 6121 A",3,,,,,,,,,4.00 3
"History, Technology & Society - HTS 6743 A",6,,,,,,,,,4.00 6
"History, Technology & Society - HTS 8803 A",2,1,,,,,,,,3.67 3
"History, Technology & Society - HTS 8803 B",,,,,,,,,2,2
"History, Technology & Society - HTS 8901 A",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8901 JK",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 JS",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 .",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8902 S.",1,1,,,,,,,,3.50 2
"History, Technology & Society - HTS 8902 .",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8903 JK",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 LB",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 S.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 JK",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 8904 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8905 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,6,6
"History, Technology & Society - HTS 8998 A",,,,,,,,,8,8
"History, Technology & Society - HTS 9000 V.",,,,,,,19,,,19
Industrial & Systems Engr - ISYE 2027 A,6,18,9,7,2,,2,,,9 2.45 53
Industrial & Systems Engr - ISYE 2027 B,18,26,19,,6,,,1,,2.72 70
Industrial & Systems Engr - ISYE 2027 C,20,16,14,2,1,,,,,8 2.98 61
Industrial & Systems Engr - ISYE 2027 D,19,29,7,4,,,,,,1 3.07 60
Industrial & Systems Engr - ISYE 2028 A,23,21,11,3,,,,,,2 3.10 60
Industrial & Systems Engr - ISYE 2028 B,13,6,10,,1,,,,,3 3.00 33
Industrial & Systems Engr - ISYE 2028 C,22,22,9,4,,,,,,2 3.09 59
Industrial & Systems Engr - ISYE 2699 CTO,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 2699 TOV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 2801 A,16,4,,,,,3,,,3.80 23
Industrial & Systems Engr - ISYE 2803 SLS,8,,,,,,,,,4.00 8
Industrial & Systems Engr - ISYE 3025 A1,41,19,5,1,,,,,,8 3.52 74
Industrial & Systems Engr - ISYE 3025 A2,48,19,3,1,2,,,,,2 3.51 75
Industrial & Systems Engr - ISYE 3025 B1,31,21,10,,,,,,,4 3.34 66
Industrial & Systems Engr - ISYE 3025 B2,33,19,7,2,1,,,,,3 3.31 65
Industrial & Systems Engr - ISYE 3025 C1,42,18,4,2,,,,,,5 3.52 71
Industrial & Systems Engr - ISYE 3025 C2,36,23,4,,1,,,,,7 3.45 71
Industrial & Systems Engr - ISYE 3025 D1,27,22,11,3,,,,,,5 3.16 68
Industrial & Systems Engr - ISYE 3025 D2,26,18,19,3,1,,,,,3 2.97 70
Industrial & Systems Engr - ISYE 3039 A,34,17,4,1,,,,,,3.50 56
Industrial & Systems Engr - ISYE 3039 A,3A4,1B7,C4,D1,F,I,S,U,V,W A3v.e5r0. To5ta6
Industrial & Systems Engr - ISYE 3039 B,28,22,12,4,,,,,,3.12 66
Industrial & Systems Engr - ISYE 3044 A,17,47,2,1,1,,,,,2 3.15 70
Industrial & Systems Engr - ISYE 3044 B,17,49,2,,,,,,,2 3.22 70
Industrial & Systems Engr - ISYE 3044 C,9,12,11,,,,,,,4 2.94 36
Industrial & Systems Engr - ISYE 3103 A,12,23,7,3,2,,,,1,4 2.85 52
Industrial & Systems Engr - ISYE 3103 B,18,12,11,5,,,,,,2.93 46
Industrial & Systems Engr - ISYE 3103 C,18,16,17,1,,,,,,1 2.98 53
Industrial & Systems Engr - ISYE 3104 TR1,11,31,8,4,,,,,,4 2.91 58
Industrial & Systems Engr - ISYE 3104 TR2,3,13,8,2,1,,,,,1 2.56 28
Industrial & Systems Engr - ISYE 3104 WIL,9,21,7,2,,,,,,2.95 39
Industrial & Systems Engr - ISYE 3232 A,19,21,13,7,,,1,,,2.87 61
Industrial & Systems Engr - ISYE 3232 B,14,17,12,,4,,,,,6 2.79 53
Industrial & Systems Engr - ISYE 3232 C,16,16,15,2,1,,,,,6 2.88 56
Industrial & Systems Engr - ISYE 3770 MW1,16,16,14,3,2,,,,,1 2.80 52
Industrial & Systems Engr - ISYE 3770 MW2,28,25,13,5,,,,,,3 3.07 74
Industrial & Systems Engr - ISYE 3770 MW3,18,19,18,4,5,,,,,10 2.64 74
Industrial & Systems Engr - ISYE 3770 MW4,17,19,14,7,1,,,,,2 2.76 60
Industrial & Systems Engr - ISYE 3770 R,11,16,7,2,2,,,,,2.84 38
Industrial & Systems Engr - ISYE 3770 TR1,9,23,9,3,3,,1,,,14 2.68 62
Industrial & Systems Engr - ISYE 3770 TR2,24,20,15,2,,,1,,,11 3.08 73
Industrial & Systems Engr - ISYE 3833 MW1,10,12,5,,,,,,,3.19 27
Industrial & Systems Engr - ISYE 3833 MW2,4,4,,1,,,,,,3.22 9
Industrial & Systems Engr - ISYE 3833 MW3,9,14,,1,,,1,,,3.29 25
Industrial & Systems Engr - ISYE 3833 MW4,5,5,1,1,,,,,,3.17 12
Industrial & Systems Engr - ISYE 3833 TR1,9,5,8,1,,,,,,2 2.96 25
Industrial & Systems Engr - ISYE 3833 TR2,6,11,5,1,1,,,,,2 2.83 26
Industrial & Systems Engr - ISYE 3833 TR3,7,3,2,1,,,,,,3.23 13
Industrial & Systems Engr - ISYE 4031 A,21,22,13,,,,,,,3 3.14 59
Industrial & Systems Engr - ISYE 4031 B,22,21,21,,,,,,,1 3.02 65
Industrial & Systems Engr - ISYE 4106 MWA,,1,6,,,,,,,2.14 7
Industrial & Systems Engr - ISYE 4106 MWB,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 MWC,,1,5,1,,,,,,2.00 7
Industrial & Systems Engr - ISYE 4106 MWD,,,7,,,,,,,2.00 7
Industrial & Systems Engr - ISYE 4106 MWE,,,6,1,,,,,,1.86 7
Industrial & Systems Engr - ISYE 4106 MWF,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 MWG,,2,4,,,,,,,2.33 6
Industrial & Systems Engr - ISYE 4106 MWH,,,6,,,,,,,2.00 6
Industrial & Systems Engr - ISYE 4106 MWI,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 MWJ,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 MWK,,,8,,,,,,,2.00 8
Industrial & Systems Engr - ISYE 4106 MWL,2,5,,1,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 MWM,8,,,,,,,,,4.00 8
Industrial & Systems Engr - ISYE 4106 MWN,,1,5,1,,,,,,2.00 7
Industrial & Systems Engr - ISYE 4106 TRA,1,4,3,,,,,,,2.75 8
Industrial & Systems Engr - ISYE 4106 TRB,8,,,,,,,,,4.00 8
Industrial & Systems Engr - ISYE 4106 TRC,,1,3,1,,,,,,2.00 5
Industrial & Systems Engr - ISYE 4106 TRD,8,,,,,,,,,4.00 8
Industrial & Systems Engr - ISYE 4106 TRE,,1,6,1,,,,,,2.00 8
Industrial & Systems Engr - ISYE 4106 TRF,,,5,,,,,,,2.00 5
Industrial & Systems Engr - ISYE 4106 TRG,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 TRH,,7,1,,,,,,,2.88 8
Industrial & Systems Engr - ISYE 4106 TRI,1,7,,,,,,,,3.13 8
Industrial & Systems Engr - ISYE 4111 A,4,3,7,3,2,,,,,5 2.21 24
Industrial & Systems Engr - ISYE 4301 A,26,25,16,9,1,,,,,3 2.86 80
Industrial & Systems Engr - ISYE 4301 B,29,24,10,,,,,,,3 3.30 66
Industrial & Systems Engr - ISYE 4311 SH,8,20,21,7,3,,,,,4 2.39 63
Industrial & Systems Engr - ISYE 4698 SER,,,,,,,,,2,2
Industrial & Systems Engr - ISYE 4699 AYE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 AYE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 4699 CZH,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 GOL,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 LEE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 LUJ,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 PA,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 SDE,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 TOV,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 VID,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 YXI,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4800 A,,,,,,,,,236,5 241
Industrial & Systems Engr - ISYE 4800 R,,,,,,,,,1,1
Industrial & Systems Engr - ISYE 4801 A,4,3,,,,,,,,1 3.57 8
Industrial & Systems Engr - ISYE 4801 ME,3,,,,,,,,,4.00 3
Industrial & Systems Engr - ISYE 4802 BLA,8,1,,,,,,,,2 3.89 11
Industrial & Systems Engr - ISYE 4803 AM,2,2,,1,,,,,,1 3.00 6
Industrial & Systems Engr - ISYE 4803 NM2,15,23,2,,,,,,,1 3.33 41
Industrial & Systems Engr - ISYE 4803 RE,4,5,6,2,,,,,,2.65 17
Industrial & Systems Engr - ISYE 4803 REV,18,30,17,4,,,,,,4 2.90 73
Industrial & Systems Engr - ISYE 4803 THO,20,28,13,1,1,,,,,1 3.03 64
Industrial & Systems Engr - ISYE 6202 B,23,13,2,,,,,,,1 3.55 39
Industrial & Systems Engr - ISYE 6225 B,19,17,3,,,,,,,2 3.41 41
Industrial & Systems Engr - ISYE 6225 Q,3,1,,,,,,,,3.75 4
Industrial & Systems Engr - ISYE 6333 A,34,13,9,,1,,,,,1 3.39 58
Industrial & Systems Engr - ISYE 6334 A,27,24,7,1,,,,,,3.31 59
Industrial & Systems Engr - ISYE 6335 A,18,28,,2,,,,,,3.29 48
Industrial & Systems Engr - ISYE 6335 Q,3,3,,,1,,,,,3.00 7
Industrial & Systems Engr - ISYE 6341 A,8,2,,,,1,,,,3.80 11
Industrial & Systems Engr - ISYE 6342 A,6,4,,,,1,,,,3.60 11
Industrial & Systems Engr - ISYE 6380 QML,8,2,1,,,,,,,1 3.64 12
Industrial & Systems Engr - ISYE 6383 QML,,4,2,,,,,,,2.67 6
Industrial & Systems Engr - ISYE 6404 A,49,2,,,1,,2,,2,5 3.88 61
Industrial & Systems Engr - ISYE 6405 A,15,5,,,1,,,,1,1 3.57 23
Industrial & Systems Engr - ISYE 6412 A,25,15,6,,,,,,2,3 3.41 51
Industrial & Systems Engr - ISYE 6414 A,57,12,2,1,,,3,,1,3 3.74 79
Industrial & Systems Engr - ISYE 6414 MSA,28,18,11,,,,,1,3,3 3.30 64
Industrial & Systems Engr - ISYE 6414 Q,9,,,,,,,,,4.00 9
Industrial & Systems Engr - ISYE 6644 A,29,45,,,,,1,,2,5 3.39 82
Industrial & Systems Engr - ISYE 6644 Q,2,11,,,,,,,,3.15 13
Industrial & Systems Engr - ISYE 6650 A,34,26,13,4,1,,1,,1,3.13 80
Industrial & Systems Engr - ISYE 6650 Q,1,2,1,1,1,,,,,2 2.17 8
Industrial & Systems Engr - ISYE 6650 QSZ,,1,1,,,,,,,2.50 2
Industrial & Systems Engr - ISYE 6661 A,17,11,5,1,,,3,,,3.29 37
Industrial & Systems Engr - ISYE 6664 A,5,4,3,,,,2,,3,8 3.17 25
Industrial & Systems Engr - ISYE 6669 A,32,28,7,1,,,1,,1,4 3.34 74
Industrial & Systems Engr - ISYE 6669 Q,4,3,1,,,,,,,3.38 8
Industrial & Systems Engr - ISYE 6679 A,10,5,,,,,5,,,3 3.67 23
Industrial & Systems Engr - ISYE 6739 A,29,18,,,,,1,,2,2 3.62 52
Industrial & Systems Engr - ISYE 6740 A,15,9,,,,,7,,,3 3.63 34
Industrial & Systems Engr - ISYE 6748 AP1,4,,,,,,,,,4.00 4
Industrial & Systems Engr - ISYE 6759 A,5,12,10,,,,,,,1 2.81 28
Industrial & Systems Engr - ISYE 6761 A,15,10,6,2,2,,1,,,9 2.97 45
Industrial & Systems Engr - ISYE 6767 A,20,9,3,,,,,,,1 3.53 33
Industrial & Systems Engr - ISYE 6772 A,10,8,1,,,,,,,1 3.47 20
Industrial & Systems Engr - ISYE 6785 A,12,4,1,,,,,,,3.65 17
Industrial & Systems Engr - ISYE 6805 A,14,2,,,,,,,1,3.88 17
Industrial & Systems Engr - ISYE 7203 A,8,3,,,,,,,1,1 3.73 13
Industrial & Systems Engr - ISYE 7204 A,11,,,,,,,,,4.00 11
Industrial & Systems Engr - ISYE 7204 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 7400 A,11,3,,,,,,,4,3 3.79 21
Industrial & Systems Engr - ISYE 7661 B,8,,,,,,,,,1 4.00 9
Industrial & Systems Engr - ISYE 8803 AM,6,2,,,,,,,1,3.75 9
Industrial & Systems Engr - ISYE 8803 ERE,,,,,,,36,,,36
Industrial & Systems Engr - ISYE 8803 MSA,26,20,1,,,,,,1,3 3.53 51
Industrial & Systems Engr - ISYE 8813 A,7,5,1,,,,1,,,2 3.46 16
Industrial & Systems Engr - ISYE 8813 MAR,6,,,,,,,,,4.00 6
Industrial & Systems Engr - ISYE 8900 MO2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 MON,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 NAZ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 PO,2,,,,,,,,,4.00 2
Industrial & Systems Engr - ISYE 8900 SHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 XIE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8901 LEE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AHM,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 AND,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AYE,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 AYH,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 BOL,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 DEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 DEY,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 ERE,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 GD1,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 GD2,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 GEB,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 GRI,,,,,,,1,,,1 2
Industrial & Systems Engr - ISYE 9000 HAA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 HUO,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 KES,,,,,,,8,,,8
Industrial & Systems Engr - ISYE 9000 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KLE,,,,,,,3,1,,4
Industrial & Systems Engr - ISYE 9000 LAN,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 LEE,,,,,,,9,,,9
Industrial & Systems Engr - ISYE 9000 LUJ,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 MEI,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 MTR,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 NM1,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 NM2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 PAY,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 POK,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 REV,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SAV,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 SER,,,,,,,8,,,8
Industrial & Systems Engr - ISYE 9000 SHI,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 SOK,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SUN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VID,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WAN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 XIE,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 ZHA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,3,1,,4
Industrial & Systems Engr - ISYE 9000 ZOE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial Design - ID 1011 A,21,7,,,,,,,,3.75 28
Industrial Design - ID 1011 B,17,8,1,,1,,,,,2 3.48 29
Industrial Design - ID 1101 A,56,1,,,,,,,,2 3.98 59
Industrial Design - ID 1401 A,27,1,,,,,,,,1 3.96 29
Industrial Design - ID 1401 B,26,1,,,,,,,,2 3.96 29
Industrial Design - ID 1418 A,23,4,,,,,,,,1 3.85 28
Industrial Design - ID 1418 B,24,3,,,,,,,,3 3.89 30
Industrial Design - ID 2021 A,14,3,1,,,,,,,3.72 18
Industrial Design - ID 2021 B,11,4,1,,,1,,,,3.63 17
Industrial Design - ID 2021 C,14,3,,,,,,,,1 3.82 18
Industrial Design - ID 2202 A,105,44,7,,,,9,,,5 3.63 170
Industrial Design - ID 2202 ID,26,8,2,,,,,,,3.67 36
Industrial Design - ID 2202 MID,,,,,,,1,,,1
Industrial Design - ID 2320 A,29,20,,,,,,,,1 3.59 50
Industrial Design - ID 2401 A,18,4,,,,,,,,3.82 22
Industrial Design - ID 2401 B,11,8,1,,1,,,,,3.33 21
Industrial Design - ID 2401 MR1,5,4,,,,,,,,3.56 9
Industrial Design - ID 2401 MR2,7,3,,,,,,,,3.70 10
Industrial Design - ID 3031 A,8,8,,,,,,,,3.50 16
Industrial Design - ID 3041 A,13,4,,,,,,,,3.76 17
Industrial Design - ID 3051 A,8,7,,,,,,,,3.53 15
Industrial Design - ID 3052 A,1,1,,,,,,,,3.50 2
Industrial Design - ID 3103 A,18,8,3,,1,,,,,3 3.40 33
Industrial Design - ID 3103 B,18,2,3,,,,,,,1 3.65 24
Industrial Design - ID 3103 M1,5,,,,,,,,,1 4.00 6
Industrial Design - ID 3103 M2,5,,,,,,,,,1 4.00 6
Industrial Design - ID 3302 A,3,14,23,1,,,,,,1 2.46 42
Industrial Design - ID 3302 MID,3,3,1,,,,,,,3.29 7
Industrial Design - ID 3320 A,10,19,1,,,,,,,3.30 30
Industrial Design - ID 3320 MNR,2,5,,,1,,,,,2.88 8
Industrial Design - ID 3510 A,9,1,1,,,,,,,3.73 11
Industrial Design - ID 4011 A,11,,,,,,,,,4.00 11
Industrial Design - ID 4061 A,9,,1,1,,,,,,3.55 11
Industrial Design - ID 4071 A,10,3,,,,,,,,3.77 13
Industrial Design - ID 4072 A,1,,,,,,,,,4.00 1
Industrial Design - ID 4081 A,3,10,,,,,,,,3.23 13
Industrial Design - ID 4082 A,1,,,,,,,,,4.00 1
Industrial Design - ID 4105 A,8,2,,,,,,,,3.80 10
Industrial Design - ID 4106 A,12,,,,,,,,,4.00 12
Industrial Design - ID 4206 A,32,1,1,,,,,,,3.91 34
Industrial Design - ID 4210 A,7,4,,,,,,,,1 3.64 12
Industrial Design - ID 4418 MID,17,,,,,,,,1,1 4.00 19
Industrial Design - ID 4450 A,14,2,,,1,,,,,3.65 17
Industrial Design - ID 4510 A,15,1,,,,,,,1,3.94 17
Industrial Design - ID 4698 A,,,,,,,,,2,2
Industrial Design - ID 4698 B,,,,,,,,,1,1
Industrial Design - ID 4803 A,10,4,1,,1,,,,,3.38 16
Industrial Design - ID 4823 ADR,6,3,,,,,1,,,3.67 10
Industrial Design - ID 4823 TN2,5,,,,,,,,,4.00 5
Industrial Design - ID 4833 A,5,8,2,,,,,,,3.20 15
Industrial Design - ID 4833 B,7,5,,,,,,,,3.58 12
Industrial Design - ID 4901 KDS,2,,,,,,,,,4.00 2
Industrial Design - ID 4901 WL,,1,,,,,,,,3.00 1
Industrial Design - ID 6100 A,13,10,2,,,,,,,3.44 25
Industrial Design - ID 6200 A,6,6,,,,,,,,3.50 12
Industrial Design - ID 6200 B,8,,,,,,,,,4.00 8
Industrial Design - ID 6214 A,16,8,,,,,,,1,1 3.67 26
Industrial Design - ID 6271 A,10,2,,,,,,,,3.83 12
Industrial Design - ID 6271 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial Design - ID 6400 JAS,,1,,,,,,,,3.00 1
Industrial Design - ID 6400 KDS,2,,,,,,,,,4.00 2
Industrial Design - ID 6400 KF,,,1,,,,,,,2.00 1
Industrial Design - ID 6400 RMB,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 SHS,2,,,,1,,,,,2.67 3
Industrial Design - ID 6400 WGW,,,1,,,,1,,,2.00 2
Industrial Design - ID 6401 A,15,,,,,,,,,4.00 15
Industrial Design - ID 6515 A,19,2,1,,,,,,,3.82 22
Industrial Design - ID 6753 A,16,,,,,,,,,4.00 16
Industrial Design - ID 6763 A,15,2,,,,,,,1,3.88 18
Industrial Design - ID 6800 A,2,,,,,,,,,4.00 2
Industrial Design - ID 6998 A,,,1,,,,,,,2.00 1
Industrial Design - ID 6998 F,1,,,,,,,,,4.00 1
Industrial Design - ID 6998 G,,1,,,,,,,,3.00 1
Industrial Design - ID 7000 SHS,,,,,,,2,,,2
Industrial Design - ID 8900 ADR,,1,,,,,,,,1 3.00 2
Industrial Design - ID 8900 CCZ,1,,,,,,,,,4.00 1
Industrial Design - ID 8900 DG,8,,,,,,,,,4.00 8
Industrial Design - ID 8900 INT,2,,,,,,,,,1 4.00 3
