"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 8900 L04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M07,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 M10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 M13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M19,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 P06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 R04,,,,,,,10,,,10
Electrical & Computer Engr - ECE 8900 R04,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 8900 R05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 T02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 8900 T12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 V01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8901 E02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8901 UPC,,,,,,,13,,,13
Electrical & Computer Engr - ECE 8902 S19,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 310,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 320,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A01,2,1,1,,,,,,,3.25 4
Electrical & Computer Engr - ECE 8903 A07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A08,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 A11,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 B22,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B23,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B25,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 C05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 D09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 G04,7,1,,,1,,,,,3.44 9
Electrical & Computer Engr - ECE 8903 G05,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 H03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 I02,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 J06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 K14,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M07,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 M18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M19,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 N01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R11,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 S09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S22,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 T01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 V06,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 8903 W06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 W10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 Y02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 Z07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8997 ATL,,,,,,,,,133,133
Electrical & Computer Engr - ECE 8998 ATL,,,,,,,,,363,363
Electrical & Computer Engr - ECE 8999 ATL,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 308,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 309,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 310,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 320,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 A02,,,,,,1,,,,1
Electrical & Computer Engr - ECE 9000 A07,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 A08,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 A09,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 A11,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 A11,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 A12,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B15,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 B16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B21,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 B22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B23,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B25,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B27,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C02,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 C03,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 C05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C08,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C10,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 C11,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 C12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C13,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C14,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C15,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C16,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 C18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D06,,,,,,,2,1,,3
Electrical & Computer Engr - ECE 9000 D07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D08,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 D09,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D12,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 E04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 F08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G04,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 G05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 G06,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 H03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 H04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 H13,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 I01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 I02,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 J04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 J06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 K05,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 K06,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 K10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 L05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 L08,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 M04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M04,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 M07,,,,,,,13,,,13
Electrical & Computer Engr - ECE 9000 M10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M13,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M19,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 N01,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 O01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Q01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R04,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 R05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 R08,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 R09,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R11,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S10,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S19,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 S22,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T02,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 T04,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 V06,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 W01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 W03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W10,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Y03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,7,,,7
English - ENGL 1101 G,10,7,2,3,2,,,,,1 2.83 25
English - ENGL 1102 A2,12,6,1,,,,,,,1 3.58 20
English - ENGL 1102 A3,23,1,,,,,,,,1 3.96 25
English - ENGL 1102 A4,16,3,1,,,,,,,3.75 20
English - ENGL 1102 A5,10,9,1,,,,,,,3.45 20
English - ENGL 1102 A6,11,4,3,,1,,,,,3.26 19
English - ENGL 1102 B,5,10,,1,,,,,,2 3.19 18
English - ENGL 1102 B1,18,2,,,,,,,,3.90 20
English - ENGL 1102 B2,8,15,1,,,,,,,1 3.29 25
English - ENGL 1102 B5,2,4,2,,,,,,,1 3.00 9
English - ENGL 1102 B6,15,4,1,,2,,,,,3.36 22
English - ENGL 1102 B7,12,6,1,,,,,,,2 3.58 21
English - ENGL 1102 B7,A,B,C,D,F,I,S,U,V,W Aver. Tota
English - ENGL 1102 B8,6,10,1,,,,,,,3 3.29 20
English - ENGL 1102 C,9,6,3,,1,,,,,1 3.16 20
English - ENGL 1102 C2,14,5,1,,,,,,,3.65 20
English - ENGL 1102 D,22,2,,1,,,,,,3.80 25
English - ENGL 1102 D2,22,3,,,,,,,,3.88 25
English - ENGL 1102 D3,20,5,,,,,,,,3.80 25
English - ENGL 1102 D5,24,1,,,,,,,,3.96 25
English - ENGL 1102 D6,20,4,,,,,,,,1 3.83 25
English - ENGL 1102 E3,16,2,,,,,,,,3.89 18
English - ENGL 1102 F,24,1,,,,,,,,3.96 25
English - ENGL 1102 F1,16,6,,,,,,,,3.73 22
English - ENGL 1102 F2,14,10,,,,,,,,1 3.58 25
English - ENGL 1102 F3,20,5,,,,,,,,3.80 25
English - ENGL 1102 F4,25,,,,,,,,,4.00 25
English - ENGL 1102 F5,22,2,,,,,,,,3.92 24
English - ENGL 1102 F6,19,2,1,,1,,,,,1 3.65 24
English - ENGL 1102 F9,18,4,,,,,,,,3.82 22
English - ENGL 1102 G1,11,5,2,,2,,,,,3.15 20
English - ENGL 1102 G2,18,3,,,,,,,,3.86 21
English - ENGL 1102 G3,19,5,1,,,,,,,3.72 25
English - ENGL 1102 G5,3,15,2,1,,,,,,2.95 21
English - ENGL 1102 G6,16,8,,1,,,,,,3.56 25
English - ENGL 1102 G7,3,3,3,,,,,,,3.00 9
English - ENGL 1102 H1,10,10,1,,,,,,,3.43 21
English - ENGL 1102 H4,20,5,,,,,,,,3.80 25
English - ENGL 1102 H5,20,5,,,,,,,,3.80 25
English - ENGL 1102 HP1,10,,,,,,,,,4.00 10
English - ENGL 1102 HP2,18,,,,,,,,,4.00 18
English - ENGL 1102 HP3,12,3,1,,,,,,,3.69 16
English - ENGL 1102 HP4,14,2,,,,,,,,3.88 16
English - ENGL 1102 I,10,6,1,,2,,,,,1 3.16 20
English - ENGL 1102 J2,12,8,1,,,,,,,1 3.52 22
English - ENGL 1102 J3,19,5,1,,,,,,,3.72 25
English - ENGL 1102 J4,16,3,,,1,,,,,3.65 20
English - ENGL 1102 J6,12,7,,,1,,,,,3.45 20
English - ENGL 1102 J8,18,3,,,,,,,,3.86 21
English - ENGL 1102 K2,11,8,,,3,,,,,1 3.09 23
English - ENGL 1102 K3,23,2,,,,,,,,3.92 25
English - ENGL 1102 K4,24,,,,,,,,,4.00 24
English - ENGL 1102 K5,14,3,,1,,,,,,1 3.67 19
English - ENGL 1102 L,5,15,1,,,,,,,3.19 21
English - ENGL 1102 L3,20,5,,,,,,,,3.80 25
English - ENGL 1102 L4,15,3,,,,,,,,2 3.83 20
English - ENGL 1102 L5,22,,,,,,,,,4.00 22
English - ENGL 1102 L6,19,,1,,,,,,,3.90 20
English - ENGL 1102 M,20,4,,,,,,,,1 3.83 25
English - ENGL 1102 N,21,3,,,,,,,,3.88 24
English - ENGL 1102 N1,22,,,,,,,,,4.00 22
English - ENGL 1102 N3,25,,,,,,,,,4.00 25
English - ENGL 1102 N4,20,1,,,,,,,,3.95 21
English - ENGL 1102 N5,14,11,,,,,,,,3.56 25
English - ENGL 1102 N6,17,8,,,,,,,,3.68 25
English - ENGL 1102 N8,18,6,,,,,,,,3.75 24
English - ENGL 1102 N9,19,4,1,,,,,,,3.75 24
English - ENGL 1102 P,24,,,,1,,,,,3.84 25
English - ENGL 1102 P5,18,7,,,,,,,,3.72 25
English - ENGL 1102 P6,8,8,2,,,,,,,1 3.33 19
English - ENGL 1102 P7,2,10,2,,,,,,,3 3.00 17
English - ENGL 1102 P7,A,B,C,D,F,I,S,U,V,W Aver. Tota
French - FREN 1001 B,23,,,,,,1,,,1 4.00 25
French - FREN 1001 C,22,1,,,,,2,,,3.96 25
French - FREN 1001 D,22,1,1,,,,1,,,3.88 25
French - FREN 1001 E,22,1,,,,,1,,,3.96 24
French - FREN 1001 G,14,5,2,,,,,,1,1 3.57 23
French - FREN 1001 R,22,2,,,,,,,,3.92 24
French - FREN 1001 R2,23,,,,,,,,,4.00 23
French - FREN 1002 C,16,5,,,,,2,,1,3.76 24
French - FREN 1002 D,12,3,2,,,,3,,,4 3.59 24
French - FREN 1002 E,17,3,1,,,,2,,1,3.76 24
French - FREN 1002 F,11,4,1,1,,,2,,1,3.47 20
French - FREN 1002 G,16,5,,,,,1,,,3.76 22
French - FREN 1002 R,21,,,,,,,,,4.00 21
French - FREN 2001 C,11,,,,,,,,1,4.00 12
French - FREN 2001 D,9,2,1,,,,3,,,3.67 15
French - FREN 2001 G,15,2,1,,,,1,,,1 3.78 20
French - FREN 2001 R,9,,,,,,,,,4.00 9
French - FREN 2002 D,17,6,1,1,,,,,,2 3.56 27
French - FREN 3012 F,16,,,,,,,,,1 4.00 17
French - FREN 3014 R,8,,,,,,,,,4.00 8
French - FREN 3017 E,17,1,,,,,1,,,1 3.94 20
French - FREN 3061 I,13,,1,1,,,,,1,3.67 16
French - FREN 3813 F,2,1,,,,,,,1,1 3.67 5
French - FREN 4105 H,10,,,,,,,,,4.00 10
French - FREN 4500 H,9,,,,,,,,,4.00 9
Georgia Tech - GT 1000 B01,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 B02,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 B03,5,1,,1,,,,,,1 3.43 8
Georgia Tech - GT 1000 IP,2,1,,,,,,,,1 3.67 4
Georgia Tech - GT 1000 LED,9,1,,,,,,,,3.90 10
Georgia Tech - GT 1201 A,109,,,,,,,,,4.00 109
Georgia Tech - GT 2000 TR1,19,,,,,,,,,1 4.00 20
Georgia Tech - GT 2000 TR2,18,,1,,,1,,,,3.89 20
Georgia Tech - GT 2100 A,,,,,,,14,2,,1 17
Georgia Tech - GT 2100 A2,,,,,,,13,4,,17
Georgia Tech - GT 2100 B,,,,,,,11,3,,3 17
Georgia Tech - GT 2201 A,17,,,,,,,,,4.00 17
Georgia Tech - GT 2201 B,11,,,,,,,,,4.00 11
Georgia Tech - GT 2202 A,1,,,,,,,,,4.00 1
Georgia Tech - GT 2500 IH,,,,,,,,,7,7
Georgia Tech - GT 2802 HP,5,,,,,,,,,4.00 5
Georgia Tech - GT 2803 RV,10,8,,,,,,,,1 3.56 19
Georgia Tech - GT 2803 SLS,5,,,,,,,,,1 4.00 6
Georgia Tech - GT 4500 IH,,,,,,,,,31,31
Georgia Tech - GT 4500 WST,,,,,,,,,1,1
Georgia Tech - GT 4813 A,11,,,,,,,,,1 4.00 12
Georgia Tech - GT 4823 BME,4,11,2,,,,,,,3.12 17
Georgia Tech - GT 4823 ECE,8,,,,,,,,,4.00 8
Georgia Tech - GT 4823 ME,23,6,1,,,,,,,3.73 30
Georgia Tech - GT 4823 MSE,7,3,,,,,,,,3.70 10
German - GRMN 1001 B,8,1,,,,,2,,,2 3.89 13
German - GRMN 1001 C,16,4,,,,,,,,4 3.80 24
German - GRMN 1001 D,7,,,,,,,,1,4.00 8
German - GRMN 1001 E,15,,,,,,2,,,2 4.00 19
German - GRMN 1001 F,8,5,1,,,,,,,1 3.50 15
German - GRMN 1001 G,5,4,1,,1,,1,,,1 3.09 13
German - GRMN 1002 C,14,6,2,,,,,,,3.55 22
German - GRMN 1002 D,11,4,1,,,,2,,,5 3.63 23
German - GRMN 1002 D,A,B,C,D,F,I,S,U,V,W Aver. Tota
German - GRMN 1002 E,12,2,2,,,,4,,,2 3.63 22
German - GRMN 1002 F,10,3,,,,,2,,,3.77 15
German - GRMN 1002 G,9,1,,,,1,1,,,2 3.90 14
German - GRMN 2001 B,1,3,,,,,,,1,3.25 5
German - GRMN 2001 F,7,2,,,1,,3,,,3.40 13
German - GRMN 2002 E,5,4,1,,,,3,,,1 3.40 14
German - GRMN 2002 F,8,7,,,,,,,,3.53 15
German - GRMN 3026 H,14,3,1,,1,,,,1,3.53 20
German - GRMN 4500 H,12,5,,,,,,,,1 3.71 18
German - GRMN 4694 A,1,,,,,,,,,4.00 1
German - GRMN 4901 A,,1,,,,,,,,3.00 1
Health Systems - HS 6400 A,6,2,,,,,,,,3.75 8
History - HIST 2111 A,25,30,20,3,1,,,,,9 2.95 88
History - HIST 2112 A,119,40,9,1,1,,,,,3 3.62 173
History - HIST 2112 B,42,32,5,4,4,,,,,6 3.20 93
"History, Technology & Society - HTS 1081 A",19,8,,,1,,,,,4 3.57 32
"History, Technology & Society - HTS 2001 A",16,4,2,,2,,,1,,1 3.33 26
"History, Technology & Society - HTS 2007 A",20,16,,,,,2,,,1 3.56 39
"History, Technology & Society - HTS 2016 A",15,15,5,,,,2,,,2 3.29 39
"History, Technology & Society - HTS 2041 A",14,10,6,,,,1,,1,1 3.27 33
"History, Technology & Society - HTS 2062 A",6,18,2,1,2,,8,,,1 2.86 38
"History, Technology & Society - HTS 2084 R",20,13,1,1,,,,,,3.49 35
"History, Technology & Society - HTS 2100 R",34,2,,1,,,,,,3.86 37
"History, Technology & Society - HTS 2698 A.",,,,,,,,,1,1
"History, Technology & Society - HTS 2803 .",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 3006 A",9,2,,,,,,,,2 3.82 13
"History, Technology & Society - HTS 3011 A",24,8,1,,,1,,,,1 3.70 35
"History, Technology & Society - HTS 3012 A",11,5,1,1,,,1,,,3.44 19
"History, Technology & Society - HTS 3021 A",9,3,2,,,,1,,,3 3.50 18
"History, Technology & Society - HTS 3027 A",4,9,1,,,,,,1,2 3.21 17
"History, Technology & Society - HTS 3032 A",27,4,,,,,,,,2 3.87 33
"History, Technology & Society - HTS 3041 A",15,2,1,,,,,,,1 3.78 19
"History, Technology & Society - HTS 3068 A",14,10,3,,1,,2,,2,3.29 32
"History, Technology & Society - HTS 3075 A",19,13,1,,,,2,,,1 3.55 36
"History, Technology & Society - HTS 3080 A",18,7,1,1,1,,4,,1,1 3.43 34
"History, Technology & Society - HTS 3084 A",16,9,2,1,1,,,,1,2 3.31 32
"History, Technology & Society - HTS 3089 A",28,6,1,,,,2,,,2 3.77 39
"History, Technology & Society - HTS 3100 A",12,3,1,,,,,,,3.69 16
"History, Technology & Society - HTS 4001 A",3,4,1,,,,,,,3.25 8
"History, Technology & Society - HTS 4698 D.",,,,,,,,,1,1
"History, Technology & Society - HTS 4699 JT",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4925 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4990 A",,,,,,,2,,,2
"History, Technology & Society - HTS 6123 A",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 6124 A",4,2,,,,,,,,3.67 6
"History, Technology & Society - HTS 8803 A",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 8803 B",,,,,,,1,,,1
"History, Technology & Society - HTS 8901 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 S.",1,1,,,,,,,,3.50 2
"History, Technology & Society - HTS 8903 JK",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 LB",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 .",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8903 S.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 JK",3,,,,,,,,,4.00 3
"History, Technology & Society - HTS 8904 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 .",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8904 .",A,B,C,D,F,I,S,U,V,W Aver. Tota
"History, Technology & Society - HTS 8905 L.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,7,7
"History, Technology & Society - HTS 8998 A",,,,,,,,,6,6
"History, Technology & Society - HTS 9000 V.",,,,,,,17,,,17
Industrial & Systems Engr - ISYE 2027 A,15,9,14,1,2,,,,,7 2.83 48
Industrial & Systems Engr - ISYE 2027 B,17,20,18,,1,1,,,,8 2.93 65
Industrial & Systems Engr - ISYE 2027 C,12,16,6,2,3,,,,,4 2.82 43
Industrial & Systems Engr - ISYE 2027 D,16,34,9,1,3,1,,,,1 2.94 65
Industrial & Systems Engr - ISYE 2028 A,33,17,1,1,,,,,,5 3.58 57
Industrial & Systems Engr - ISYE 2028 B,28,20,8,,1,,,,,3.30 57
Industrial & Systems Engr - ISYE 2028 C,7,17,5,3,3,,,,,2 2.63 37
Industrial & Systems Engr - ISYE 2699 JC,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 2803 SLS,1,1,,,,,,,,3.50 2
Industrial & Systems Engr - ISYE 3025 A,30,18,10,1,1,,,,,10 3.25 70
Industrial & Systems Engr - ISYE 3025 B,16,27,14,2,2,,,,,8 2.87 69
Industrial & Systems Engr - ISYE 3025 C,21,27,12,2,,,,,,6 3.08 68
Industrial & Systems Engr - ISYE 3025 D,29,25,9,1,,,,,,4 3.28 68
Industrial & Systems Engr - ISYE 3025 E,33,22,9,,,,,,,4 3.38 68
Industrial & Systems Engr - ISYE 3025 F,30,21,7,3,1,,,,,7 3.23 69
Industrial & Systems Engr - ISYE 3025 G,21,25,18,4,,,,,,2 2.93 70
Industrial & Systems Engr - ISYE 3025 H,21,24,17,1,,,,,,7 3.03 70
Industrial & Systems Engr - ISYE 3039 A,33,23,4,,1,,,,,1 3.43 62
Industrial & Systems Engr - ISYE 3039 B,17,27,10,1,1,,1,1,,2 3.04 60
Industrial & Systems Engr - ISYE 3044 A,18,33,13,1,,,,,,3.05 65
Industrial & Systems Engr - ISYE 3044 B,12,18,10,3,,,,,,1 2.91 44
Industrial & Systems Engr - ISYE 3044 C,26,25,9,2,2,,,,,1 3.11 65
Industrial & Systems Engr - ISYE 3103 A,18,30,9,2,2,,,,,2.98 61
Industrial & Systems Engr - ISYE 3103 B,15,13,3,5,,,,,,2 3.06 38
Industrial & Systems Engr - ISYE 3104 A,19,21,14,4,,,,,,1 2.95 59
Industrial & Systems Engr - ISYE 3232 A,20,26,10,4,1,,,,,8 2.98 69
Industrial & Systems Engr - ISYE 3232 B,23,27,11,3,,,,,,2 3.09 66
Industrial & Systems Engr - ISYE 3232 C,18,18,13,4,4,,,,,7 2.74 64
Industrial & Systems Engr - ISYE 3770 A,28,11,15,12,,,,,,5 2.83 71
Industrial & Systems Engr - ISYE 3770 B,27,23,18,5,2,,,,,2.91 75
Industrial & Systems Engr - ISYE 3770 C,24,24,13,3,,,,,,9 3.08 73
Industrial & Systems Engr - ISYE 3770 D,24,25,14,,1,,,,,9 3.11 73
Industrial & Systems Engr - ISYE 3770 E,23,30,10,,1,,,,,11 3.16 75
Industrial & Systems Engr - ISYE 3770 R,25,13,7,1,3,,,,,1 3.14 50
Industrial & Systems Engr - ISYE 3833 MW1,6,15,1,3,,,,,,2.96 25
