"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 6303 A,4,3,,,,,,,,3.57 7
Mechanical Engineering - ME 6304 A,35,9,,,,,,,,3 3.80 47
Mechanical Engineering - ME 6304 Q,10,2,,,,,,,,3.83 12
Mechanical Engineering - ME 6401 B,16,16,5,,,,,,,3 3.30 40
Mechanical Engineering - ME 6401 Q,8,10,1,,,,,,,1 3.37 20
Mechanical Engineering - ME 6404 B,10,11,,,,,,,,3.48 21
Mechanical Engineering - ME 6405 A,32,2,,,,,,,,1 3.94 35
Mechanical Engineering - ME 6406 B,24,6,,1,,,,,,1 3.71 32
Mechanical Engineering - ME 6441 A,14,21,,,,,,,,1 3.40 36
Mechanical Engineering - ME 6441 Q,2,4,,,,,,,,1 3.33 7
Mechanical Engineering - ME 6441 Q3,6,5,,,,,,,,3.55 11
Mechanical Engineering - ME 6449 R,11,9,6,,,,,,,3.19 26
Mechanical Engineering - ME 6452 R,20,11,2,,,,,,,3.55 33
Mechanical Engineering - ME 6601 A,18,15,1,,,,,,,4 3.50 38
Mechanical Engineering - ME 6601 Q,7,6,,,,,,,,1 3.54 14
Mechanical Engineering - ME 6701 A,9,,,,,,,,,4.00 9
Mechanical Engineering - ME 6701 Q,8,,,,,,,,,1 4.00 9
Mechanical Engineering - ME 6701 R,6,1,1,,,,,,,3.63 8
Mechanical Engineering - ME 6741 A,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 6743 A,5,,,,,,,,,2 4.00 7
Mechanical Engineering - ME 6744 QG,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 6753 A,15,3,2,,,,,,,3.65 20
Mechanical Engineering - ME 6761 A,8,,,,,,,,,4.00 8
Mechanical Engineering - ME 6765 D,3,1,,,,,,,,3.75 4
Mechanical Engineering - ME 6765 Q,,,1,,,,,,,1 2.00 2
Mechanical Engineering - ME 6769 A,11,5,,,,,,,,3.69 16
Mechanical Engineering - ME 6776 A,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 6779 A,10,7,,,,,,,,3.59 17
Mechanical Engineering - ME 6779 AUD,,,,,,,,,1,1
Mechanical Engineering - ME 6782 A,6,4,,,,,,,,3.60 10
Mechanical Engineering - ME 6789 TSA,11,2,,,,,,,,3.85 13
Mechanical Engineering - ME 6792 A,,,,,,,5,,,5
Mechanical Engineering - ME 6794 A,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6796 A,8,4,,,,,,,,3.67 12
Mechanical Engineering - ME 6799 TSA,22,,,,,,,,,4.00 22
Mechanical Engineering - ME 7000 ALE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 AME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 AME,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 7000 BCO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BOO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 CH1,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 CSA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CUN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 DAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FED,,,,,,,2,,,2
Mechanical Engineering - ME 7000 FOR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GA1,,,,,,,3,,,3
Mechanical Engineering - ME 7000 GAR,,,,,,,3,,,3
Mechanical Engineering - ME 7000 GRA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 HAM,,,,,,,3,,,3
Mechanical Engineering - ME 7000 HAT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,5,,,5
Mechanical Engineering - ME 7000 JAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JOS,,,,,,,4,,,4
Mechanical Engineering - ME 7000 JRO,,,,,,,3,,,3
Mechanical Engineering - ME 7000 KAL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 KUM,,,,,,,4,,,4
Mechanical Engineering - ME 7000 KUR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LEA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 LIE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MAY,,,,,,,,1,,1
Mechanical Engineering - ME 7000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 7000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 7000 NEI,,,,,,,2,,,2
Mechanical Engineering - ME 7000 NEU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QRO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RAN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RJI,,,,,,,2,1,,3
Mechanical Engineering - ME 7000 ROS,,,,,,,2,1,,3
Mechanical Engineering - ME 7000 SAB,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SAD,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SIN,,,,,,,6,,,6
Mechanical Engineering - ME 7000 SIT,,,,,,,4,,,4
Mechanical Engineering - ME 7000 SKA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 TEL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 UED,,,,,,,2,,,2
Mechanical Engineering - ME 7000 WHI,,,,,,,13,,,1 14
Mechanical Engineering - ME 7000 YEE,,,,,,,1,,,1
Mechanical Engineering - ME 7056 RSZ,,,,,,,,,2,2
Mechanical Engineering - ME 7757 B,,,,,,,31,,,31
Mechanical Engineering - ME 7771 B,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 7772 B,17,6,1,,,,,,,1 3.67 25
Mechanical Engineering - ME 7772 Q,4,16,,,,,,,,3.20 20
Mechanical Engineering - ME 7785 B,16,,,,,,,,,4.00 16
Mechanical Engineering - ME 8001 GTL,,,,,,,38,,,38
Mechanical Engineering - ME 8011 A,,,,,,,22,,,22
Mechanical Engineering - ME 8012 A,,,,,,,16,,,16
Mechanical Engineering - ME 8750 A,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8813 WAN,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 8813 WAN,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 8833 GRA,6,,,,,,,,,1 4.00 7
Mechanical Engineering - ME 8833 KUM,8,4,1,,,,,,,1 3.54 14
Mechanical Engineering - ME 8833 LOU,13,1,1,,,,,,,2 3.80 17
Mechanical Engineering - ME 8853 MEA,7,1,,,,,,,,3.88 8
Mechanical Engineering - ME 8883 KAL,6,6,,,,,,,,1 3.50 13
Mechanical Engineering - ME 8903 NEU,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8903 PAT,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8903 SAR,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 BRA,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 SIT,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8923 GRE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8932 HAY,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 GHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 COS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 FER,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 UED,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 UME,,,,,,,,,,1 1
Mechanical Engineering - ME 8946 JOS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8953 DEC,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8963 AID,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8997 A,,,,,,,,,11,11
Mechanical Engineering - ME 8998 A,,,,,,,,,4,4
Mechanical Engineering - ME 9000 ABD,,,,,,,5,,,5
Mechanical Engineering - ME 9000 AID,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ALE,,,,,,,5,,,5
Mechanical Engineering - ME 9000 AME,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 9000 BAS,,,,,,,5,,,5
Mechanical Engineering - ME 9000 BCO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 BOO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 BRA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 CA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 CAP,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CH2,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 COS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CUN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 DAS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ERT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FER,,,,,,,2,,,2
Mechanical Engineering - ME 9000 FOR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GA1,,,,,,,12,,,12
Mechanical Engineering - ME 9000 GAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GAR,,,,,,,10,,,10
Mechanical Engineering - ME 9000 GEN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GHI,,,,,,,4,,,4
Mechanical Engineering - ME 9000 GL,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GLE,,,,,,,8,,,8
Mechanical Engineering - ME 9000 GRA,,,,,,,6,1,,7
Mechanical Engineering - ME 9000 GRE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GUL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HAM,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAT,,,,,,,1,,,1
Mechanical Engineering - ME 9000 HAT,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 9000 HCH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HES,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 JAC,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JIA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JOH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JOS,,,,,,,8,,,8
Mechanical Engineering - ME 9000 JRO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 KIM,,,,,,,2,,,2
Mechanical Engineering - ME 9000 KU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 KUM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KUR,,,,,,,5,,,5
Mechanical Engineering - ME 9000 LEA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LEE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIP,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LOU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 MAY,,,,,,,,1,,1
Mechanical Engineering - ME 9000 MCD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 NEU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PET,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PIE,,,,,,,4,,,4
Mechanical Engineering - ME 9000 QI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 RAN,,,,,,,7,,,7
Mechanical Engineering - ME 9000 RCH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ROS,,,,,,,4,,,4
Mechanical Engineering - ME 9000 RUZ,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SAB,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SAD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIN,,,,,,,4,,,4
Mechanical Engineering - ME 9000 SIT,,,,,,,5,1,,6
Mechanical Engineering - ME 9000 SKA,,,,,,,9,,,9
Mechanical Engineering - ME 9000 SLE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SMI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SPR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 STR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SUL,,,,,,,3,2,,5
Mechanical Engineering - ME 9000 THO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 TIN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 UED,,,,,,,5,,,5
Mechanical Engineering - ME 9000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 9000 VAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 WHI,,,,,,,12,,,1 13
Mechanical Engineering - ME 9000 WOO,,,,,,,1,,,1
Mechanical Engineering - ME 9000 XIA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 YEE,,,,,,,4,,,4
Mechanical Engineering - ME 9000 YKI,,,,,,,5,,,5
Mechanical Engineering - ME 9000 YOD,,,,,,,4,,,1 5
Mechanical Engineering - ME 9000 YOG,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOG,A,B,C,D,F,I,S3,U,V,W Aver. Tota3
Mechanical Engineering - ME 9000 YWA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ZH,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZHA,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ZHO,,,,,,,8,,,8
Mechanical Engineering - ME 9000 ZHU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZIN,,,,,,,1,,,1
Medical Physics - MP 6011 A,,,,,,,4,,,4
Medical Physics - MP 6011 Q,,,,,,,1,,,1
Medical Physics - MP 6012 A,,,,,,,6,,,6
Medical Physics - MP 6012 Q,,,,,,,1,,,1
Medical Physics - MP 6101 B,6,8,,,,,,,,3.43 14
Medical Physics - MP 6203 A,11,,,,,,,,,4.00 11
Medical Physics - MP 6300 A,5,1,,,,,,,,3.83 6
Medical Physics - MP 6401 B,10,1,,,,,,,,3.91 11
Medical Physics - MP 6401 Q,2,,,,,,,,,1 4.00 3
Medical Physics - MP 6402 B,3,1,1,,,,,,,3.40 5
Medical Physics - MP 6402 Q1,2,,,,,,,,,4.00 2
Medical Physics - MP 6407 B,5,2,,,,,,,,3.71 7
Medical Physics - MP 6756 A,1,3,1,,,,,,,3.00 5
Medical Physics - MP 6756 Q,,1,,,,,,,,1 3.00 2
Medical Physics - MP 7000 ERI,,,,,,,1,,,1
Medical Physics - MP 7000 WAN,,,,,,,3,,,3
Medical Physics - MP 8011 A,,,,,,,3,,,3
Medical Physics - MP 8012 A,,,,,,,,,1,1
Medical Physics - MP 8905 ERI,1,,,,,,,,,4.00 1
Medical Physics - MP 9000 ERI,,,,,,,1,,,1
Medical Physics - MP 9000 ZHU,,,,,,,3,,,3
Military Science & Leadership - MSL 1001 A,9,,,,,,,,,4.00 9
Military Science & Leadership - MSL 2001 A,5,,,,,,,,,4.00 5
Military Science & Leadership - MSL 3001 A,7,,,,,,,,,4.00 7
Military Science & Leadership - MSL 4001 A,17,,,,,,,,,4.00 17
Military Science & Leadership - MSL 4804 A,3,,,,,,,,,4.00 3
Military Science & Leadership - MSL 4901 R,1,,,,,,,,,4.00 1
Music - MUSI 1008 A,129,,,,,,,,,2 4.00 131
Music - MUSI 1102 A,44,1,,,,,,,,3.98 45
Music - MUSI 1112 A,21,,,,,,,,,4.00 21
Music - MUSI 1201 A1,16,,,,,,,,,3 4.00 19
Music - MUSI 1211 A,11,,,,,,,,,4.00 11
Music - MUSI 1221 A,1,,,,,,,,,1 4.00 2
Music - MUSI 1221 B,10,,,,,,,,,3 4.00 13
Music - MUSI 1221 C,,,,,,,,,,1 1
Music - MUSI 1301 A,9,,,,,,,,,4.00 9
Music - MUSI 1301 B,12,,,,,,,,,2 4.00 14
Music - MUSI 1501 A,31,,,,,,,,,1 4.00 32
Music - MUSI 1601 A,41,1,,,,,,,,1 3.98 43
Music - MUSI 2008 0,85,,,,,,,,,1 4.00 86
Music - MUSI 2010 A,12,5,2,,,,3,,,8 3.53 30
Music - MUSI 2011 BD,1,,,,,,,,,4.00 1
Music - MUSI 2102 A,8,,,,,,,,,4.00 8
Music - MUSI 2112 A,17,,,,,,,,,4.00 17
Music - MUSI 2201 A,4,,,,,,,,,4.00 4
Music - MUSI 2211 A,3,,,,,,,,,4.00 3
Music - MUSI 2301 A,5,,,,,,,,,4.00 5
Music - MUSI 2301 B,2,,,,,,,,,4.00 2
Music - MUSI 2501 A,20,,,,,,,,,4.00 20
Music - MUSI 2601 A,12,1,,,,,,,,3.92 13
Music - MUSI 3008 A,57,,,,,,,,,4.00 57
Music - MUSI 3102 A,3,,,,,,,,,4.00 3
Music - MUSI 3102 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Music - MUSI 3112 A,3,,,,,,,,,4.00 3
Music - MUSI 3201 B,2,,,,,,,,,4.00 2
Music - MUSI 3211 A,3,,,,,,,,,4.00 3
Music - MUSI 3221 A,1,,,,,,,,,4.00 1
Music - MUSI 3221 C,1,,,,,,,,,4.00 1
Music - MUSI 3301 A,4,,,,,,,,,4.00 4
Music - MUSI 3301 B,4,,,,,,,,,1 4.00 5
Music - MUSI 3501 A,14,,,,,,,,,4.00 14
Music - MUSI 3601 A,8,,,,,,,,,4.00 8
Music - MUSI 3710 A,3,,,,,,,,,4.00 3
Music - MUSI 3720 A,2,,,,,,,,,4.00 2
Music - MUSI 3730 A,1,,,,,,,,,4.00 1
Music - MUSI 3740 A,1,,,,,,,,,4.00 1
Music - MUSI 3801 D,1,,,,,,,,,4.00 1
Music - MUSI 3801 MB,6,,,,,,,,,4.00 6
Music - MUSI 3801 WC,6,,,,,,,,,4 4.00 10
Music - MUSI 3802 A,4,,,,,,,,,4.00 4
Music - MUSI 3803 CM,2,1,,,,,,,,3.67 3
Music - MUSI 4008 A,47,,,,,,,,,4.00 47
Music - MUSI 4102 A,3,,,,,,,,,4.00 3
Music - MUSI 4112 A,8,,,,,,,,,4.00 8
Music - MUSI 4211 A,4,,,,,,,,,4.00 4
Music - MUSI 4301 A,6,,,,,,,,,4.00 6
Music - MUSI 4301 B,6,,,,,,,,,4.00 6
Music - MUSI 4501 A,10,,,,,,,,,4.00 10
Music - MUSI 4601 A,11,,,,,,,,,1 4.00 12
Music - MUSI 4699 T,1,,,,,,,,,4.00 1
Music - MUSI 4699 TH,1,,,,,,,,,4.00 1
Music - MUSI 4801 CS,19,,,,,,,,,1 4.00 20
Music - MUSI 4801 WC2,11,,,,,,,,,4.00 11
Music - MUSI 6002 JF,6,8,1,,,,,,,3.33 15
Music - MUSI 6103 CM,6,,,,,,,,,4.00 6
Music - MUSI 6201 AL,15,12,3,,,,,,,3.40 30
Music - MUSI 7100 AL,6,4,,,,,,,,3.60 10
Music - MUSI 7100 CM,1,,,,,,,,,4.00 1
Music - MUSI 7100 FJ,1,,,,,,,,,4.00 1
Music - MUSI 7100 GW,8,,,,,,,,,4.00 8
Music - MUSI 7100 JF,3,1,1,,,,,,,3.40 5
Music - MUSI 7100 JF2,1,,,,,,,,,4.00 1
Music - MUSI 7100 TH,4,2,,,,,,,,3.67 6
Music - MUSI 7998 JF,1,,,,,,,,,4.00 1
Music - MUSI 8001 AL,1,,,,,,,,,4.00 1
Music - MUSI 8002 AL,1,,,,,,,,,4.00 1
Music - MUSI 8903 TH,5,5,,,,,,,,3.50 10
Naval Science - NS 1321 A,17,5,,,,,,,,3.77 22
Naval Science - NS 2321 A,22,,,,,,,,,4.00 22
Naval Science - NS 3325 A,20,1,,,,,,,,3.95 21
Naval Science - NS 4320 A,11,,,,,,,,,4.00 11
Naval Science - NS 4323 0,10,,1,,,,,,,3.82 11
Nuclear & Radiological Engr - NRE 2699 EA3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 3112 A,5,4,4,,,,,,,3.08 13
Nuclear & Radiological Engr - NRE 3112 C,4,7,,2,,,,,,1 3.00 14
Nuclear & Radiological Engr - NRE 4208 A,15,9,4,,1,,,,,1 3.28 30
Nuclear & Radiological Engr - NRE 4214 B,4,8,6,3,1,,,,,2.50 22
Nuclear & Radiological Engr - NRE 4328 B,11,11,1,2,1,,,,,1 3.12 27
Nuclear & Radiological Engr - NRE 4610 A,8,3,1,,,,,,,3.58 12
Nuclear & Radiological Engr - NRE 4698 WC3,,,,,,,,,1,1
Nuclear & Radiological Engr - NRE 4699 DC1,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 DC1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Nuclear & Radiological Engr - NRE 4699 DC3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 WC3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4801 PET,5,,,,,,,,,5 4.00 10
Nuclear & Radiological Engr - NRE 4803 DEO,7,2,2,,,,,,,3.45 11
Nuclear & Radiological Engr - NRE 6101 A,7,3,2,,,,,,,2 3.42 14
Nuclear & Radiological Engr - NRE 6756 A,5,3,,,,,,,,3.63 8
Nuclear & Radiological Engr - NRE 7000 ABD,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 7000 ERI,,,,,,,7,,,7
Nuclear & Radiological Engr - NRE 7000 GHI,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 7000 PET,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 RAH,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 7000 STA,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7757 A,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 8012 A,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 8997 A,,,,,,,,,1,1
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,6,,,6
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,7,,,7
Nuclear & Radiological Engr - NRE 9000 STA,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 WA.,,,,,,,1,,,1
Persian - PERS 1001 F,7,2,,,,,1,,,3.78 10
Persian - PERS 4813 A,3,,,,,,,,,1 4.00 4
Philosophy - PHIL 3109 RK,26,7,,,,,1,,,1 3.79 35
Philosophy - PHIL 3115 JB,14,12,3,2,,,1,,,2 3.23 34
Philosophy - PHIL 3127 J1,15,8,1,,,,1,,,4 3.58 29
Philosophy - PHIL 3127 J2,21,6,,,,,1,,,1 3.78 29
Philosophy - PHIL 3127 J4,22,3,1,,,,,,,3 3.81 29
Philosophy - PHIL 3127 J7,14,5,,,,,1,,,3.74 20
Philosophy - PHIL 3127 J8,17,9,,,,,1,,,3.65 27
Philosophy - PHIL 3127 JW,14,7,4,,,,,,,3 3.40 28
Philosophy - PHIL 3127 K1,13,7,5,1,1,,,,,2 3.11 29
Philosophy - PHIL 3127 K2,8,12,3,1,,,,,,3.13 24
Philosophy - PHIL 3127 K3,15,8,1,,,,2,,,1 3.58 27
Philosophy - PHIL 3127 K7,12,10,2,,,,1,,,3 3.42 28
Philosophy - PHIL 3127 K8,7,10,2,1,,,1,,,1 3.15 22
Philosophy - PHIL 3127 K9,9,9,2,,,,,,,4 3.35 24
Philosophy - PHIL 4176 RK,19,11,1,,,,1,,,1 3.58 33
Philosophy - PHIL 4803 JB,7,2,1,,,,,,,1 3.60 11
Philosophy - PHIL 4803 MH,2,3,1,,,,,,,3.17 6
Philosophy - PHIL 6000 B1,,,,,,,23,,,23
Philosophy - PHIL 6000 B2,,,,,,,27,,,27
Philosophy - PHIL 6000 B3,,,,,,,29,,,29
Physics - PHYS 2021 A,24,16,14,4,3,,10,1,,9 2.89 81
Physics - PHYS 2211 A,78,39,23,10,9,,,,,9 3.05 168
Physics - PHYS 2211 B,54,33,19,10,11,,,,,9 2.86 136
Physics - PHYS 2211 C,79,50,20,5,3,,,,,7 3.25 164
Physics - PHYS 2211 M,72,62,24,5,4,,,,,7 3.16 174
Physics - PHYS 2211 N,68,45,26,5,2,,,,,6 3.18 152
Physics - PHYS 2212 G,53,38,20,7,6,,,,,4 3.01 128
Physics - PHYS 2212 J,51,23,21,10,9,,,,,9 2.85 123
Physics - PHYS 2212 N,93,66,30,10,4,,,,,19 3.15 222
Physics - PHYS 2212 P,103,63,35,9,,,,,,11 3.24 221
Physics - PHYS 2212 Q,68,69,44,12,5,,,,,14 2.92 212
Physics - PHYS 2213 A,35,15,4,1,1,,16,,,8 3.46 80
Physics - PHYS 2213 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Physics - PHYS 2213 B,10,6,2,,,,,,,1 3.44 19
Physics - PHYS 2232 A,8,10,3,,,,,,,5 3.24 26
Physics - PHYS 2698 FF,,,,,,,,,1,1
Physics - PHYS 2699 FF,1,,,,,,,,,4.00 1
Physics - PHYS 2699 FN,2,,,,,,,,,4.00 2
Physics - PHYS 2699 JW,2,,,,,,,,,4.00 2
Physics - PHYS 2699 KB,2,,,,,,,,,4.00 2
Physics - PHYS 2699 TB,1,,,,,,,,,4.00 1
Physics - PHYS 2802 A,18,7,3,1,,,,,,1 3.45 30
Physics - PHYS 2901 A,1,,,,,,,,,4.00 1
Physics - PHYS 2902 A,3,,,,,,,,,4.00 3
Physics - PHYS 3021 A,10,11,6,1,,,2,,,2 3.07 32
Physics - PHYS 3122 A,15,20,3,1,1,,,,,5 3.18 45
Physics - PHYS 3141 A,14,13,4,1,1,,,,,7 3.15 40
Physics - PHYS 3143 A,6,8,10,4,8,,,,,7 2.00 43
Physics - PHYS 3151 A,5,2,3,1,1,,,1,,3 2.75 16
Physics - PHYS 3201 A,8,11,3,1,,,,,,1 3.13 24
Physics - PHYS 3211 A,6,3,3,,,,,,,3.25 12
Physics - PHYS 3232 A,2,2,1,1,,,,1,1,3 2.83 11
Physics - PHYS 4143 A,7,5,2,3,,,,,,1 2.94 18
Physics - PHYS 4147 A,8,10,,1,,,,,1,3 3.32 23
Physics - PHYS 4247 A,3,3,2,,1,,,1,,2.78 10
Physics - PHYS 4321 A,10,1,,,1,,,,,3.58 12
Physics - PHYS 4322 A,2,1,,,1,,,,,2.75 4
Physics - PHYS 4601 A,23,1,,,,,,,,3.96 24
Physics - PHYS 4698 FF,,,,,,,,,2,2
Physics - PHYS 4698 PY,,,,,,,,,1,1
Physics - PHYS 4699 DB,1,,,,,,,,,4.00 1
